ProjID,IndivID,SampleID,NameConvention,Species,CommonName,PCL_cm,FL_cm,TL_cm,Weight_g,Sex,Date,Lat,Long,FishingType,TrawlStation,TrawlName,Person,d13C,d13C_SD,WT%C,WT%C_SD,d15N,d15N_SD,WT%N,WT%N_SD,d34S,d34S_SD,WT%S,WT%S_SD,CN,Tissue,LipidExtraction,UreaExtraction,ExtractionNotes,OtherData,Notes,,Environmental Variables from the trawl
Whelk,2019121001,2019121001,,Busycon carica,Knobbed Whelk,,,16.4,338.16,,5/15/19,38.92,-75.158333,,,,RW,-16.42884607,0.153811405,41.86781692,0.463644348,11.73202744,0.24279466,12.75572141,0.101180304,,,,,3.282277463,,,,,,,,
Whelk,2019121101,2019121101,,Busycon carica,Knobbed Whelk,,,14.3,262.91,,5/15/19,38.92,-75.158333,,,,RW,-16.49568826,0.153809917,41.46366007,0.324505598,11.50833909,0.242700601,10.16294081,0.083016593,,,,,4.079887982,,,,,,,,
Whelk,2019121201,2019121201,,Busycon carica,Knobbed Whelk,,,8.7,55.41,,5/15/19,38.92,-75.158333,,,,RW,-16.61745365,0.153809216,41.8327812,0.286955648,11.68287167,0.242768313,10.82956519,0.076744016,,,,,3.862831098,,,,,,,,
Whelk,2019121301,2019121301,,Busycon carica,Knobbed Whelk,,,11.9,153.14,,5/15/19,38.92,-75.158333,,,,RW,-16.17857085,0.153810772,42.5489874,0.346748974,12.10481007,0.242961986,10.22620369,0.08923284,,,,,4.160780353,,,,,,,,
Whelk,2019121401,2019121401,,Busycon carica,Knobbed Whelk,,,10.5,106.47,,5/15/19,38.92,-75.158333,,,,RW,-16.77641125,0.153810475,42.23921297,0.328340807,11.49183192,0.242683297,13.16877011,0.092227598,,,,,3.207529073,,,,,,,,
Whelk,2019121501,2019121501,,Busycon carica,Knobbed Whelk,,,14.5,280.19,,5/15/19,38.92,-75.158333,,,,RW,-16.38477455,0.153811725,43.093979,0.51465892,12.33095283,0.243071686,10.79728143,0.126927695,,,,,3.991187899,,,,,,,,
Whelk,2019121601,2019121601,,Busycon carica,Knobbed Whelk,,,12.7,165.81,,5/15/19,38.92,-75.158333,,,,RW,-16.12210944,0.153812084,42.09516155,0.440029192,12.34089004,0.243079882,8.669350169,0.128202429,,,,,4.855630553,,,,,,,,
Whelk,2019121701,2019121701,,Busycon carica,Knobbed Whelk,,,15.8,321.18,,5/15/19,38.92,-75.158333,,,,RW,-15.85917616,0.153814719,42.2410322,0.55619998,12.10811073,0.242970924,10.49290313,0.138304506,,,,,4.02567637,,,,,,,,
Whelk,2019130101,2019130101,,Busycon carica,Knobbed Whelk,,,8.7,67.79,,5/31/19,38.91667,-75.20556,,,,RW,-16.23508096,0.153811264,42.16482406,0.404158066,11.74379584,0.24279988,11.83505148,0.09433199,,,,,3.56270728,,,,,,,,
Whelk,2019130201,2019130201,,Busycon carica,Knobbed Whelk,,,8,51.46,,5/31/19,38.91667,-75.20556,,,,RW,-16.7110646,0.153810022,42.73274455,0.319350315,11.69365801,0.242772097,12.03181059,0.084649366,,,,,3.551647046,,,,,,,,
Whelk,2019130301,2019130301,,Busycon carica,Knobbed Whelk,,,6.9,33.21,,5/31/19,38.91667,-75.20556,,,,RW,-16.02502007,0.153809275,41.06732573,0.256362907,12.22708566,0.242993962,12.78007285,0.102343169,,,,,3.213387453,,,,,,,,
Whelk,2019410101,2019410101,,Busycon carica,Knobbed Whelk,,,9.5,74.5,,8/11/19,38.950833,-75.16667,,,,RW,-15.67312094,0.153812823,41.68014673,0.264592504,11.08667586,0.242515914,11.65144673,0.083770519,,,,,3.577250766,,,,,,,,
Whelk,2019470101,2019470101,,Busycon carica,Knobbed Whelk,,,14.3,264.4,,9/16/19,38.943333,-75.144383,,,,RW,-16.47255818,0.153808913,39.29225653,0.263804408,12.85949788,0.243315498,9.541850544,0.069447629,,,,,4.117886394,,,,,,,,
Whelk,2019480101,2019480101,,Busycon carica,Knobbed Whelk,,,9.2,78.9,,9/16/19,38.91667,-75.20556,,,,RW,-16.59482454,0.153808633,41.90179317,0.271713468,11.60513349,0.242734619,10.3737359,0.073112563,,,,,4.039219194,,,,,,,,
Whelk,2019480201,2019480201,,Busycon carica,Knobbed Whelk,,,11.9,159.9,,9/16/19,38.91667,-75.20556,,,,RW,-17.09839153,0.153814249,42.23440568,0.499646375,13.13547493,0.243461812,12.27693685,0.109905752,,,,,3.440141967,,,,,,,,
Whelk,2019550101,2019550101,,Busycon carica,Knobbed Whelk,,,14.1,211.1,,10/2/19,38.91667,-75.20556,,,,RW,-16.26591996,0.153809877,43.10868168,0.315699141,11.63171332,0.242745556,11.99589232,0.084337418,,,,,3.593620261,,,,,,,,
Whelk,20196101,20196101,,Busycon carica,Knobbed Whelk,,,14.4,286.5,F,11/11/19,38.965,-75.16,,,,RW,-16.80999381,0.153811637,42.72568,0.416523265,11.46206,0.242681736,11.76134791,0.09749841,,,,,3.63271968,,,,,,,,
Whelk,20196102,20196102,,Busycon carica,Knobbed Whelk,,,18.9,571.8,F,11/11/19,38.965,-75.16,,,,RW,-15.93241382,0.153811152,40.49581768,0.275533065,12.19564555,0.242998931,9.640945091,0.072168539,,,,,4.200399162,,,,,,,,
Whelk,20180201,20180201,,Busycon carica,Knobbed Whelk,,,14.8,329.44,F,4/23/18,38.93,-75.25,,,,RW,-16.79886073,0.140487755,43.34689079,0.620848059,10.94924519,0.225613817,10.59722789,0.175943973,,,,,4.09039904,YES,,,,,,,
Whelk,20181201,20181201,,Busycon carica,Knobbed Whelk,,,6.3,21.86,F,5/25/18,38.91667,-75.20556,,,,RW,-16.54792925,0.140492074,41.5656048,0.718529703,11.30401728,0.225882879,12.34793456,0.166280626,,,,,3.366198987,YES,,,,,,,
Whelk,20181301,20181301,,Busycon carica,Knobbed Whelk,,,15.3,364.36,F,5/25/18,38.965,-75.16,,,,RW,-16.53789199,0.140492268,43.06915612,0.616230497,11.82097089,0.226292626,13.21837717,0.139294662,,,,,3.258278651,YES,,,,,,,
Whelk,20182301,20182301,,Busycon carica,Knobbed Whelk,,,14,273.36,M,6/9/18,38.943333,-75.144383,,,,RW,-16.54792925,0.140492074,40.54674367,0.550359438,11.78042551,0.226259734,10.64340131,0.144268733,,,,,3.809566368,YES,,,,,,,
Whelk,20183501,20183501,,Busycon carica,Knobbed Whelk,,,6.9,32.18,F,7/13/18,38.91667,-75.20556,,,,RW,-16.56729298,0.142522035,40.97003989,0.249024013,11.51745332,0.219582565,11.87168748,0.045825969,,,,,3.451071294,YES,,,,,,,
Whelk,20184202,20184202,,Busycon carica,Knobbed Whelk,,,11.6,140.31,F,8/30/18,38.965,-75.16,,,,RW,-16.45634672,0.142519375,41.98679646,0.272141287,11.72616257,0.219702282,12.92260521,0.04793983,,,,,3.249096895,YES,,,,,,,
Whelk,20184202,20184202,,Busycon carica,Knobbed Whelk,,,11.6,140.31,F,8/30/18,38.965,-75.16,,,,RW,-16.57737901,0.142522287,41.85747136,0.246870141,11.84735568,0.219776065,12.015735,0.045993601,,,,,3.483554801,YES,,,,,,,
Whelk,20184203,20184203,,Busycon carica,Knobbed Whelk,,,15.4,340.56,M,8/30/18,38.965,-75.16,,,,RW,-16.02264766,0.142510941,40.26820221,0.313075087,12.3881052,0.220123863,10.48019125,0.062308069,,,,,3.842315587,YES,,,,,,,
Whelk,20184501,20184501,,Busycon carica,Knobbed Whelk,,,7.3,38.69,M,9/21/18,38.91667,-75.20556,,,,RW,-16.72866938,0.142526269,42.0846439,0.259741421,11.67353212,0.219670885,12.70059958,0.04681943,,,,,3.31359505,YES,,,,,,,
Whelk,20184601,20184601,,Busycon carica,Knobbed Whelk,,,12.9,184.28,F,9/21/18,38.965,-75.16,,,,RW,-16.94047589,0.142532483,42.82899353,0.228558868,11.22080347,0.219403317,13.04238323,0.044390657,,,,,3.283831855,YES,,,,,,,
Whelk,20160401,20160401,,Busycon carica,Knobbed Whelk,,,15.4,331.23,F,6/14/16,,,,,,RW,-16.01874921,0.141623044,42.24807622,0.421908076,11.43971759,0.219929775,8.953811261,0.092074978,,,,,4.718446144,,,,,,,,
Whelk,20160406,20160406,,Busycon carica,Knobbed Whelk,,,15,289.87,F,6/14/16,,,,,,RW,-16.49580301,0.141622005,42.08595698,0.228663752,11.85211533,0.220116008,10.18785432,0.044940013,,,,,4.130993206,,,,,,,,
Whelk,20160407,20160407,,Busycon carica,Knobbed Whelk,,,15,294.97,F,6/14/16,,,,,,RW,-16.62269717,0.141622599,43.25977934,0.387115882,12.39005219,0.220415204,12.27610798,0.065340487,,,,,3.523900198,,,,,,,,
Whelk,20160601,20160601,,Busycon carica,Knobbed Whelk,,,13.5,217.63,F,8/11/16,,,,,,RW,-16.24684042,0.140770232,40.85546344,0.20791752,12.13974764,0.223305173,10.44665132,0.04261996,,,,,3.910866954,,,,,,,,
Whelk,20160615,20160615,,Busycon carica,Knobbed Whelk,,,13.6,219.46,M,8/11/16,,,,,,RW,-17.09457048,0.140752439,42.66928232,0.179252342,12.02901689,0.223224878,10.84960868,0.037020966,,,,,3.932794589,,,,,,,,
Whelk,IO20230101,IO20230101,,Ilyanassa obsoleta,Mud Snail,,,1.7,1.19,,7/3/23,38.78767,-75.1009337,Hand,,,RW,-12.88465481,0.142596491,29.00398054,0.216869671,9.191686321,0.218849536,6.47423953,0.050779443,,,,,4.479905387,whole,Chemical,,,,,,
Whelk,IO20230102,IO20230102,,Ilyanassa obsoleta,Mud Snail,,,1.8,1.33,,7/3/23,38.78767,-75.1009337,Hand,,,RW,-11.23307797,0.142599699,30.97310115,0.173746755,10.25300307,0.219362556,6.881146975,0.040841441,,,,,4.501153843,whole,Chemical,,,,,,
Whelk,IO20230103,IO20230103,,Ilyanassa obsoleta,Mud Snail,,,1.7,1.49,,7/3/23,38.78767,-75.1009337,Hand,,,RW,-11.36887813,0.142596766,35.35161392,0.162454515,10.9908709,0.2197548,7.653570648,0.037397882,,,,,4.618970092,whole,Chemical,,,,,,
Whelk,IO20230104,IO20230104,,Ilyanassa obsoleta,Mud Snail,,,1.6,1.4,,7/3/23,38.78767,-75.1009337,Hand,,,RW,-11.24813358,0.142602138,27.47224423,0.386614726,11.04140979,0.219782729,7.312941435,0.06952209,,,,,3.75666132,whole,Chemical,,,,,,
Whelk,IO20230105,IO20230105,,Ilyanassa obsoleta,Mud Snail,,,1.8,1.6,,7/3/23,38.78767,-75.1009337,Hand,,,RW,-14.11832181,0.142619983,35.35363641,0.161422313,9.686967469,0.219081411,6.91910276,0.043465592,,,,,5.109569497,whole,Chemical,,,,,,
Whelk,PL20230101,PL20230101,,Pagurus longicarpus,Long-clawed Hermit Crab,,,1.7,1.33,,7/3/23,38.78767,-75.1009337,Hand,,,RW,-16.16830239,0.142715128,39.36251672,0.176068985,11.50636761,0.22004605,11.34200495,0.064713248,,,,,3.470507807,body,Chemical,,,,,,
Whelk,PL20230102,PL20230102,,Pagurus longicarpus,Long-clawed Hermit Crab,,,1.8,1.48,,7/3/23,38.78767,-75.1009337,Hand,,,RW,-15.67385364,0.14268657,37.13561931,0.168058142,10.37429641,0.219425036,10.3301233,0.048889822,,,,,3.594886356,body,Chemical,,,,,,
Whelk,PL20230103,PL20230103,,Pagurus longicarpus,Long-clawed Hermit Crab,,,1.8,1.28,,7/3/23,38.78767,-75.1009337,Hand,,,RW,-15.77232174,0.142695043,38.80059151,0.40815239,9.727398583,0.219100922,10.63984891,0.066979864,,,,,3.646723917,body,Chemical,,,,,,
Whelk,PL20230104,PL20230104,,Pagurus longicarpus,Long-clawed Hermit Crab,,,2,0.85,,7/3/23,38.78767,-75.1009337,Hand,,,RW,-15.24165065,0.142666731,26.43800063,0.24213069,10.80893089,0.219655382,7.611584683,0.036706273,,,,,3.473389805,body,Chemical,,,,,,
Whelk,LP20230101,LP20230101,,Limulus polyphemus,Horseshoe Crab,,,,,,7/3/23,38.78767,-75.1009337,Hand,,,RW,-17.06689528,0.142779487,46.39209655,0.222459278,14.26579115,0.221843331,14.45516578,0.07738356,,,,,3.209378381,leg,Chemical,,,,,,
Whelk,LP20230102,LP20230102,,Limulus polyphemus,Horseshoe Crab,,,,,,7/3/23,38.78767,-75.1009337,Hand,,,RW,-17.53666707,0.142815251,44.41430296,0.227425328,14.4780545,0.221998043,13.54980846,0.100714627,,,,,3.277854672,leg,Chemical,,,,,,
Whelk,LP20230103,LP20230103,,Limulus polyphemus,Horseshoe Crab,,,,,,7/3/23,38.78767,-75.1009337,Hand,,,RW,-17.61503638,0.142822501,47.7030191,0.227192489,14.64988673,0.222124992,13.62316946,0.085285432,,,,,3.501609463,leg,Chemical,,,,,,
Whelk,LP20230104,LP20230104,,Limulus polyphemus,Horseshoe Crab,,,,,,7/3/23,38.78767,-75.1009337,Hand,,,RW,-17.33380601,0.142799012,46.7556185,0.21934849,14.89247342,0.222306805,14.62350129,0.103723684,,,,,3.197293013,leg,Chemical,,,,,,
Whelk,LP20230105,LP20230105,,Limulus polyphemus,Horseshoe Crab,,,,,,7/3/23,38.78767,-75.1009337,Hand,,,RW,-17.21147136,0.142792544,34.17131593,0.267533263,13.80083333,0.221512596,10.73747204,0.044440138,,,,,3.182435848,leg,Chemical,,,,,,
Whelk,EL20230101,EL20230101,,Ensis leei,Razor Clam,,,13.8,33.78,,7/3/23,38.78767,-75.1009337,Hand,,,RW,-17.38784555,0.136299902,46.2629587,0.135470884,10.33019768,0.220141706,13.85575299,0.065081989,,,,,3.338898921,whole,Chemical,,,,,,
Whelk,W20230101,W20230101,,Intertidal worm,Sandworm,,,23.5,5.15,,7/3/23,38.78767,-75.1009337,Hand,,,RW,-16.99298663,0.13629212,45.65067266,0.12297641,11.86491169,0.221059291,13.02634477,0.049458097,,,,,3.504488287,whole,Chemical,,,,,,
Whelk,PH20200401,PH20200401,,Panopeus herbstii,Mud Crab,,,1.8,2,M,9/2/20,,,Trawl,,,RW,-16.72332688,0.136288349,44.02726884,0.140120731,14.93631317,0.223161448,13.74004132,0.073310427,,,,,3.204303963,claw,Chemical,,,,,,
Whelk,20181001,20181001,,Busycon carica,Knobbed Whelk,,,19.7,768.91,F,5/14/18,39.051667,-75.183333,,,,RW,-15.59438964,0.14051758,41.34982272,0.779390011,12.28724277,0.22668011,9.421418227,0.23705181,,,,,4.38891701,,,,,,,,
Whelk,20181002,20181002,,Busycon carica,Knobbed Whelk,,,16.2,410.91,F,5/14/18,39.051667,-75.183333,,,,RW,-16.62822732,0.140490584,42.97780879,0.406046017,12.46969699,0.226836339,13.30212977,0.117211311,,,,,3.230896822,,,,,,,,
Whelk,20181003,20181003,,Busycon carica,Knobbed Whelk,,,18.6,613.2,F,5/14/18,39.051667,-75.183333,,,,RW,-16.4375194,0.140494291,40.761115,0.840212108,11.97301607,0.226417118,11.39562064,0.211128543,,,,,3.576910489,,,,,,,,
Whelk,20181004,20181004,,Busycon carica,Knobbed Whelk,,,18.1,608.7,F,5/14/18,39.051667,-75.183333,,,,RW,-16.01595452,0.140504529,41.95978866,0.621365302,12.20615201,0.226611506,12.45756937,0.143705253,,,,,3.368216336,,,,,,,,
Whelk,20181005,20181005,,Busycon carica,Knobbed Whelk,,,14.2,260.94,M,5/14/18,39.051667,-75.183333,,,,RW,-15.88547015,0.140508268,41.58540965,0.610052344,11.99328876,0.226433853,10.81856725,0.161704418,,,,,3.843892511,,,,,,,,
Whelk,20181006,20181006,,Busycon carica,Knobbed Whelk,,,20.4,815.6,F,5/14/18,39.051667,-75.183333,,,,RW,-16.266886,0.140498096,40.53377684,0.745926019,12.51024237,0.226871407,11.77655918,0.177732666,,,,,3.441903209,,,,,,,,
Whelk,20181007,20181007,,Busycon carica,Knobbed Whelk,,,14,268.3,F,5/14/18,39.051667,-75.183333,,,,RW,-16.55796651,0.140491882,42.97009613,0.702711361,11.49660784,0.226033083,12.0831833,0.171945517,,,,,3.556190042,,,,,,,,
Whelk,20181009,20181009,,Busycon carica,Knobbed Whelk,,,18.1,675.56,F,5/14/18,39.051667,-75.183333,,,,RW,-16.18658792,0.140500046,40.67361616,0.821687971,12.15547028,0.226568888,10.05759352,0.232499574,,,,,4.044070392,,,,,,,,
Whelk,20181010,20181010,,Busycon carica,Knobbed Whelk,,,17.5,519.93,F,5/14/18,39.051667,-75.183333,,,,RW,-16.30703503,0.140497159,41.38934277,0.635908285,11.8006982,0.226276164,10.06789722,0.181422737,,,,,4.111021584,,,,,,,,
Whelk,PH20200501,PH20200501,,Panopeus herbstii,Mud Crab,,,2.6,4.75,M,9/9/20,,,16' Trawl,,,RW,-18.14867128,0.136322465,48.1355793,0.131518306,15.272997,0.223456965,15.42184374,0.07315688,,,,,3.121259696,claw,Chemical,,,,,,
Whelk,PH20200601,PH20200601,,Panopeus herbstii,Mud Crab,,,3,6.77,M,10/6/20,,,Trawl,,,RW,-18.10051775,0.136320741,45.70156431,0.161034919,15.59685613,0.223670027,14.57813587,0.085513819,,,,,3.134938837,claw,Chemical,,,,,,
Whelk,20183801,20183801,,Busycon carica,Knobbed Whelk,,,6.1,22.41,F,7/19/18,39.0975,-75.245833,,,,RW,-16.22659196,,42.06267345,,11.92074706,,13.10212001,,,,,,3.210371559,YES,,,,,,,
Whelk,20171204,20171204,,Busycon carica,Knobbed Whelk,,,8.7,60.71,M,11/9/17,39.0975,-75.245833,,,,RW,-15.92,,43.2,,12.51,,13.9,,,,,,3.109375,YES,,,,,,,
Whelk,20170210,20170210,,Busycon carica,Knobbed Whelk,,,10.5,109.47,M,5/17/17,39.0975,-75.245833,,,,RW,-15.52,,31.4,,12.57,,9.4,,,,,,3.358024691,YES,,,,,,,
Whelk,2021150101,2021150101,,Busycon carica,Knobbed Whelk,,,7.8,42.55,,6/15/21,39.0975,-75.245833,,,,RW,-15.59507937,0.12810468,39.27166708,0.189204566,12.08348204,0.201473998,12.33848019,0.045517848,,,,,3.182860973,,,,,,,,
Whelk,201901S01,201901S01,,Busycotypus canaliculatus,Smooth Whelk,,,16.1,252.75,,1/16/19,39.11,-75.315,,,,RW,-14.76207819,0.153374148,42.43046867,0.202593295,16.44001959,0.247326018,12.0015004,0.047907186,,,,,3.535430342,,,,,,,,
Whelk,201901S02,201901S02,,Busycotypus canaliculatus,Smooth Whelk,,,15.2,267.29,,1/16/19,39.11,-75.315,,,,RW,-14.44071942,0.153385201,40.14737931,0.189719815,15.12282475,0.246458336,12.90913023,0.05391454,,,,,3.109998783,,,,,,,,
Whelk,201901S03,201901S03,,Busycotypus canaliculatus,Smooth Whelk,,,15.2,311.14,,1/16/19,39.11,-75.315,,,,RW,-15.1738191,0.153362033,39.57470873,0.170237623,16.15848176,0.247130288,10.19624884,0.040992156,,,,,3.881300796,,,,,,,,
Whelk,201901S04,201901S04,,Busycotypus canaliculatus,Smooth Whelk,,,17,385.81,,1/16/19,39.11,-75.315,,,,RW,-13.87834158,0.153407912,40.35259247,0.176072439,15.39430766,0.246627151,13.23010454,0.058830103,,,,,3.050058474,,,,,,,,
Whelk,201901S05,201901S05,,Busycotypus canaliculatus,Smooth Whelk,,,16.6,378.84,,1/16/19,39.11,-75.315,,,,RW,-14.4206345,0.153385938,41.37315013,0.161961135,16.04787762,0.247054919,12.85825707,0.06305802,,,,,3.217632832,,,,,,,,
Whelk,201901S06,201901S06,,Busycotypus canaliculatus,Smooth Whelk,,,14.1,260.08,,1/16/19,39.11,-75.315,,,,RW,-13.86829912,0.153408356,40.64094421,0.235636485,15.5451315,0.24672319,13.49668268,0.054069399,,,,,3.011180241,,,,,,,,
Whelk,201901S07,201901S07,,Busycotypus canaliculatus,Smooth Whelk,,,15.8,327.35,,1/16/19,39.11,-75.315,,,,RW,-14.67169603,0.153377115,46.5531389,0.227657559,15.78644963,0.246880196,14.70721822,0.059926511,,,,,3.165325909,,,,,,,,
Whelk,201901S08,201901S08,,Busycotypus canaliculatus,Smooth Whelk,,,17,358.99,,1/16/19,39.11,-75.315,,,,RW,-14.85246034,0.153371292,45.35314692,0.187884615,15.50491181,0.246697423,14.72597005,0.067727976,,,,,3.079807087,,,,,,,,
Whelk,201901S09,201901S09,,Busycotypus canaliculatus,Smooth Whelk,,,15.5,317.39,,1/16/19,39.11,-75.315,,,,RW,-14.08923327,0.153398893,40.89136455,0.285486768,15.49485688,0.246690999,13.32916368,0.054408295,,,,,3.06781172,,,,,,,,
Whelk,201903S01,201903S01,,Busycotypus canaliculatus,Smooth Whelk,,,17.5,482.79,,2/12/19,39.075,-75.331667,,,,RW,-14.54114403,0.153381596,41.02166178,0.222954281,15.43452735,0.246652604,11.23511101,0.047971947,,,,,3.651202177,,,,,,,,
Whelk,201903S02,201903S02,,Busycotypus canaliculatus,Smooth Whelk,,,15,432.56,,2/12/19,39.075,-75.331667,,,,RW,-14.88258772,0.153370364,47.02972996,0.189547941,15.25353875,0.246538966,13.76657747,0.059073337,,,,,3.416225278,,,,,,,,
Whelk,201903S03,201903S03,,Busycotypus canaliculatus,Smooth Whelk,,,18.9,654.43,,2/12/19,39.075,-75.331667,,,,RW,-14.72190834,0.153375453,43.71319058,0.179340767,15.0524403,0.246415422,13.76721838,0.062024899,,,,,3.175165047,,,,,,,,
Whelk,201903S04,201903S04,,Busycotypus canaliculatus,Smooth Whelk,,,17.3,472.51,F,2/12/19,39.075,-75.331667,,,,RW,-15.23407387,0.153360453,43.36700386,0.198663606,15.25353875,0.246538966,13.47027925,0.055640796,,,,,3.219458412,,,,,,,,
Whelk,201903S05,201903S05,,Busycotypus canaliculatus,Smooth Whelk,,,17.4,470.86,,2/12/19,39.075,-75.331667,,,,RW,-15.38471079,0.153356718,53.99991058,0.26366375,14.59996879,0.246147941,17.04979381,0.069483023,,,,,3.167188483,,,,,,,,
Whelk,201903S06,201903S06,,Busycotypus canaliculatus,Smooth Whelk,,,11.5,128.09,,2/12/19,39.075,-75.331667,,,,RW,-16.47933909,0.153338825,42.43436583,0.178977073,15.0524403,0.246415422,12.51377465,0.051986867,,,,,3.391012465,,,,,,,,
Whelk,201903S08,201903S08,,Busycotypus canaliculatus,Smooth Whelk,,,15.9,349.57,,2/12/19,39.075,-75.331667,,,,RW,-14.84241788,0.153371603,43.83152694,0.223405825,16.07804238,0.247075389,13.86488684,0.055899484,,,,,3.161333188,,,,,,,,
Whelk,201903S09,201903S09,,Busycotypus canaliculatus,Smooth Whelk,,,15.8,461.9,,2/12/19,39.075,-75.331667,,,,RW,-15.21398895,0.153360974,43.70692323,0.171374128,15.58535119,0.246749072,13.72460764,0.067053359,,,,,3.184566319,,,,,,,,
Whelk,201903S10,201903S10,,Busycotypus canaliculatus,Smooth Whelk,,,18,404.25,,2/12/19,39.075,-75.331667,,,,RW,-18.96986952,0.153358691,47.60179613,0.233942709,15.03233045,0.246403225,11.36683674,0.054603166,,,,,4.187778644,,,,,,,,
Whelk,201903S11,201903S11,,Busycotypus canaliculatus,Smooth Whelk,,,11.9,367.16,,2/12/19,39.075,-75.331667,,,,RW,-14.75203572,0.153374472,42.85736889,0.236248422,15.55518642,0.24672965,13.14307758,0.052435294,,,,,3.26083207,,,,,,,,
Whelk,201903S12,201903S12,,Busycotypus canaliculatus,Smooth Whelk,,,15.2,263.77,,2/12/19,39.075,-75.331667,,,,RW,-15.60564494,0.153351797,43.0353602,0.187953143,15.55518642,0.24672965,13.42901268,0.057055475,,,,,3.204655564,,,,,,,,
Whelk,201903S13,201903S13,,Busycotypus canaliculatus,Smooth Whelk,,,14.9,441.13,,2/12/19,39.075,-75.331667,,,,RW,-15.45500802,0.153355081,42.54632013,0.201625149,15.26359367,0.246545218,11.64674381,0.046906506,,,,,3.653065683,,,,,,,,
Whelk,201906S01,201906S01,,Busycotypus canaliculatus,Smooth Whelk,,,15.6,326.72,,5/9/19,39.08,-75.305,,,,RW,-15.1236068,0.153363387,44.05142152,0.282289436,15.70601025,0.246827404,12.35557752,0.057011756,,,,,3.565306555,,,,,,,,
Whelk,201906S03,201906S03,,Busycotypus canaliculatus,Smooth Whelk,,,16.3,394.72,,5/9/19,39.08,-75.305,,,,RW,-14.46080434,0.153384469,45.10853149,0.184089051,15.5451315,0.24672319,14.50607451,0.067141946,,,,,3.109630483,,,,,,,,
Whelk,2019190101,2019190101,,Busycon carica,Knobbed Whelk,,,12.8,146.31,,6/18/19,39.0975,-75.245833,,,,RW,-16.27198312,0.156000521,43.07704894,0.201978568,12.95196259,0.23961919,13.25088859,0.038313869,,,,,3.250880018,,,,,,,,
Whelk,2019190201,2019190201,,Busycon carica,Knobbed Whelk,,,8.9,70.17,,6/18/19,39.0975,-75.245833,,,,RW,-14.1766137,0.155929168,42.24315227,0.223924921,12.49538792,0.239388197,13.39402255,0.040343154,,,,,3.153880929,,,,,,,,
Whelk,2019010101,2019010101,,Busycon carica,Knobbed Whelk,,,16.7,382.28,,1/16/19,39.11,-75.315,,,,RW,-15.7078452,0.155974635,39.42809915,0.295435688,13.9732501,0.240209527,12.27216831,0.052034227,,,,,3.212806258,,,,,,,,
Whelk,2019010301,2019010301,,Busycon carica,Knobbed Whelk,,,16.2,321.64,,1/16/19,39.11,-75.315,,,,RW,-14.53927379,0.155936661,41.85140358,0.117618427,12.45959458,0.239293327,14.24788295,0.047215813,,,,,2.937376993,,,,,,,,
Whelk,2019010401,2019010401,,Busycon carica,Knobbed Whelk,,,15.5,353.64,,1/16/19,39.11,-75.315,,,,RW,-14.8817861,0.155945605,42.75696669,0.229303083,12.57520329,0.239421875,14.45731159,0.040929672,,,,,2.957463179,,,,,,,,
Whelk,2019010501,2019010501,,Busycon carica,Knobbed Whelk,,,11.5,318.18,,1/16/19,39.11,-75.315,,,,RW,-14.5291999,0.155936425,43.12333246,0.211911455,12.12337566,0.239192537,14.56832478,0.039874795,,,,,2.960074897,,,,,,,,
Whelk,2019010601,2019010601,,Busycon carica,Knobbed Whelk,,,14.3,293.77,,1/16/19,39.11,-75.315,,,,RW,-15.90932303,0.155983316,43.13317448,0.190924962,12.4054652,0.239343644,12.35411979,0.037402563,,,,,3.491400053,,,,,,,,
Whelk,2019010701,2019010701,,Busycon carica,Knobbed Whelk,,,15.2,311.8,,1/16/19,39.11,-75.315,,,,RW,-15.16385506,0.155954332,41.92944189,0.120069498,12.46807537,0.239314844,13.57371703,0.041394178,,,,,3.089016943,,,,,,,,
Whelk,2019010801,2019010801,,Busycon carica,Knobbed Whelk,,,15.5,316.64,,1/16/19,39.11,-75.315,,,,RW,-15.28474176,0.155958448,42.12634591,0.193990109,12.13630644,0.239206906,12.83455554,0.037103789,,,,,3.282259817,,,,,,,,
Whelk,2019010901,2019010901,,Busycon carica,Knobbed Whelk,,,13.7,228.11,,1/16/19,39.11,-75.315,,,,RW,-15.44592402,0.155964289,43.50168991,0.184596732,12.91684058,0.239609852,11.66723751,0.037436209,,,,,3.728533842,,,,,,,,
Whelk,2019011001,2019011001,,Busycon carica,Knobbed Whelk,,,12.5,191.96,,1/16/19,39.11,-75.315,,,,RW,-16.09065308,0.155991664,44.53813512,0.239671406,12.64540327,0.239469708,13.53550467,0.043679976,,,,,3.290467272,,,,,,,,
Whelk,20190301,20190301,,Busycon carica,Knobbed Whelk,,,13.6,254.51,F,2/12/19,39.075,-75.331667,,,,RW,-16.68501267,0.156022589,43.28640883,0.131868812,12.22515789,0.239217755,13.03312784,0.035800506,,,,,3.321260203,,,,,,,,
Whelk,20190302,20190302,,Busycon carica,Knobbed Whelk,,,14.9,241.08,F,2/12/19,39.075,-75.331667,,,,RW,-16.19139199,0.155996522,41.14153843,0.115493116,12.10745468,0.239187486,8.894932303,0.024688494,,,,,4.62527842,,,,,,,,
Whelk,20190303,20190303,,Busycon carica,Knobbed Whelk,,,13.4,218.49,F,2/12/19,39.075,-75.331667,,,,RW,-16.37272204,0.15600566,42.19700207,0.119455192,12.09204911,0.239132782,13.10901203,0.039421755,,,,,3.218930761,,,,,,,,
